Doc Date,Customer,Sales,Product,Amount,Unit Price
8/1/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
8/2/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
8/2/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
8/2/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
8/5/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
8/5/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
8/5/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
8/5/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
8/5/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
8/6/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
8/6/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
8/7/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
8/7/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
8/8/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
8/8/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
8/9/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
8/9/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
8/12/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
8/12/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
8/12/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
8/12/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
8/13/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
8/14/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
8/14/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
8/14/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
8/14/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
8/14/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
8/14/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
8/15/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
8/15/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
8/16/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
8/16/2025,Hanxin-Hangzhou,,,846,
8/16/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
8/16/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
8/16/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
8/19/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
8/19/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
8/19/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
8/19/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
8/20/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
8/20/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
8/20/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
8/21/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
8/21/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
8/22/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
8/22/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
8/22/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
8/23/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
8/23/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
8/26/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
8/26/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
8/27/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
8/27/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
8/27/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
8/27/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
8/27/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
8/27/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
8/27/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
8/28/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
8/29/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
8/29/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
8/29/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
8/29/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
8/30/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
8/30/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
8/30/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
8/30/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
8/30/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
9/2/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
9/3/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
9/3/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
9/3/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
9/4/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
9/4/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
9/5/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
9/5/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
9/5/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
9/5/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
9/6/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
9/6/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
9/9/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
9/9/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
9/9/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
9/9/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
9/10/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
9/10/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
9/10/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
9/11/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
9/11/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
9/11/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
9/12/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
9/12/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
9/12/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
9/13/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
9/13/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
9/13/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
9/16/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
9/16/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
9/16/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
9/17/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
9/17/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
9/18/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
9/18/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
9/19/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
9/19/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
9/19/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
9/19/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
9/19/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
9/20/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
9/20/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
9/20/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
9/20/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
9/23/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
9/23/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
9/23/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
9/23/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
9/24/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
9/25/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
9/25/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
9/25/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
9/26/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
9/26/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
9/27/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
9/27/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
9/30/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
10/1/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
10/1/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
10/2/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
10/2/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
10/2/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
10/3/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
10/3/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
10/4/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
10/7/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
10/7/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
10/7/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
10/8/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
10/8/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
10/8/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
10/8/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
10/8/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
10/9/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
10/9/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
10/9/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
10/9/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
10/9/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
10/10/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
10/10/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
10/10/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
10/11/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
10/11/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
10/11/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
10/11/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
10/14/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
10/14/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
10/14/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
10/15/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
10/15/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
10/15/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
10/15/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
10/16/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
10/16/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
10/16/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
10/17/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
10/17/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
10/17/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
10/18/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
10/18/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
10/18/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
10/21/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
10/21/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
10/22/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
10/22/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
10/22/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
10/22/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
10/23/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
10/24/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
10/24/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
10/24/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
10/24/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
10/24/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
10/25/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
10/25/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
10/28/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
10/28/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
10/28/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
10/29/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
10/29/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
10/29/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
10/29/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
10/29/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
10/30/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
10/30/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
10/30/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
10/30/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
10/31/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
10/31/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
10/31/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
11/1/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
11/1/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
11/4/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
11/4/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
11/4/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
11/5/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
11/5/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
11/6/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
11/6/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
11/6/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
11/6/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
11/7/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
11/7/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
11/8/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
11/11/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
11/11/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
11/11/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
11/11/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
11/11/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
11/11/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
11/11/2025,,,,,26.4
11/12/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
11/12/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
11/13/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
11/13/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
11/14/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
11/14/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
11/15/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
11/15/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
11/18/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
11/18/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
11/18/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
11/19/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
11/19/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
11/19/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
11/20/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
11/20/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
11/20/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
11/21/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
11/21/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
11/21/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
11/22/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
11/22/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
11/22/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
11/22/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
11/22/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
11/22/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
11/22/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
11/25/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
11/25/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
11/25/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
11/26/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
11/26/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
11/26/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
11/26/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
11/26/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
11/27/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
11/28/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
11/28/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
11/28/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
11/28/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
11/28/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
11/28/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
11/29/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
11/29/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
11/29/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
11/29/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
12/2/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
12/2/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
12/3/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
12/3/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
12/3/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
12/3/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
12/4/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
12/4/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
12/4/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
12/4/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
12/5/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
12/5/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
12/5/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
12/5/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
12/6/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
12/6/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
12/9/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
12/9/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
12/9/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
12/10/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
12/11/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
12/11/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
12/11/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
12/12/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
12/12/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
12/12/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
12/12/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
12/12/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
12/13/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
12/13/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
12/13/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
12/13/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
12/13/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
12/16/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
12/16/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
12/16/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
12/16/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
12/16/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
12/17/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
12/17/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
12/17/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
12/18/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
12/18/2025,Jiamei-Yangjiang,Linda,Door Bolt,600,27.18
12/18/2025,Hanxin-Hangzhou,Linda,Door stopper,1200,14.36
12/18/2025,Keli-Hainan,Wangxia,Door Bolt,360,26.92
12/18/2025,Weijia-Shanghai,Linda,Door stopper,600,14.44
12/18/2025,Haijiang-Ningbo,Yeqing,Sign plate ,600,6.75
12/19/2025, Ruihe-Nanjing,Linda,Door stopper,5600,13.68
12/19/2025,Xindi-Zhenjiang,Yeqing,Sign plate ,360,6.67
12/19/2025, Dashun-Shenzhen,Wangxia,Sign plate ,1280,5.64
12/20/2025,Jinbai-Wenzhou,Yeqing,Door Bolt,110,26.67
12/20/2025,Boyu-Qingdao,Yeqing,Door knocker,760,37.5
12/20/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
12/20/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
12/23/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
12/23/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
12/23/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
12/23/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
12/23/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
12/24/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
12/25/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
12/25/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
12/25/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
12/25/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
12/25/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
12/25/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
12/25/2025, Ruihe-Nanjing,Wangxia,Door Bolt,16800,23.93
12/26/2025,Jiamei-Yangjiang,Linda,Sign plate ,1150,5.73
12/26/2025,Hanxin-Hangzhou,Linda,Door knocker,1000,36
12/26/2025,Keli-Hainan,Linda,Sign plate ,1000,5.9
12/27/2025,Weijia-Shanghai,Linda,Door Bolt,1200,25.21
12/27/2025,Haijiang-Ningbo,Wangxia,Door Bolt,500,28.21
12/27/2025, Ruihe-Nanjing,Linda,Door knocker,3520,36.7
12/27/2025,Xindi-Zhenjiang,Yeqing,Door Bolt,780,27.35
12/27/2025,Jinbai-Wenzhou,Wangxia,Door stopper,800,13.68
12/30/2025,Boyu-Qingdao,Wangxia,Door Bolt,500,27.78
12/30/2025, Dashun-Shenzhen,Yeqing,Door stopper,1500,13.25
12/31/2025,Hanxin-Hangzhou,Linda,Door Bolt,3800,26.07
12/31/2025,Keli-Hainan,Wangxia,Door knocker,2200,35.7
12/31/2025,Jiamei-Yangjiang,Linda,Door stopper,1000,13.5
12/31/2025,Weijia-Shanghai,Linda,Door Bolt,3600,26.5
